,year,parent_entity,parent_type,commodity,production_value,production_unit,total_emissions_MtCO2e,emission_intensity
1126,1999,BHP,Investor-owned Company,Metallurgical Coal,30.0085,Million tonnes/yr,89.02372852055771,2.9666170758471
1127,2000,BHP,Investor-owned Company,Oil & NGL,87.65428,Million bbl/yr,34.95458943049699,0.3987778968750526
1128,2000,BHP,Investor-owned Company,Natural Gas,261.83,Bcf/yr,19.084890908441547,0.07289039036184375
1129,2000,BHP,Investor-owned Company,Thermal Coal,93.902,Million tonnes/yr,222.4940470500536,2.369428202275283
1130,2000,BHP,Investor-owned Company,Metallurgical Coal,30.633,Million tonnes/yr,90.87638088442422,2.9666170758471004
1131,2001,BHP,Investor-owned Company,Oil & NGL,86.77796,Million bbl/yr,34.60513238390744,0.3987778968750526
1132,2001,BHP,Investor-owned Company,Natural Gas,286.72,Bcf/yr,20.899132724547847,0.07289039036184376
1133,2001,BHP,Investor-owned Company,Thermal Coal,89.17,Million tonnes/yr,211.281912796887,2.3694282022752833
1134,2001,BHP,Investor-owned Company,Metallurgical Coal,37.48,Million tonnes/yr,111.18880800274933,2.966617075847101
1135,2002,BHP,Investor-owned Company,Oil & NGL,74.32,Million bbl/yr,29.637173295753904,0.39877789687505255
1136,2002,BHP,Investor-owned Company,Natural Gas,278.22,Bcf/yr,20.279564406472172,0.07289039036184376
1137,2002,BHP,Investor-owned Company,Thermal Coal,79.89,Million tonnes/yr,189.29361907977236,2.369428202275283
1138,2002,BHP,Investor-owned Company,Metallurgical Coal,35.39,Million tonnes/yr,104.98857831422887,2.9666170758471
1139,2003,BHP,Investor-owned Company,Oil & NGL,61.33,Million bbl/yr,24.45704841534698,0.39877789687505266
1140,2003,BHP,Investor-owned Company,Natural Gas,302.66,Bcf/yr,22.06100554691563,0.07289039036184375
1141,2003,BHP,Investor-owned Company,Thermal Coal,82.86,Million tonnes/yr,196.33082084052995,2.369428202275283
1142,2003,BHP,Investor-owned Company,Metallurgical Coal,35.13,Million tonnes/yr,104.21725787450865,2.9666170758471004
1143,2004,BHP,Investor-owned Company,Oil & NGL,52.19,Million bbl/yr,20.812218437908996,0.3987778968750526
1144,2004,BHP,Investor-owned Company,Natural Gas,326.12,Bcf/yr,23.77101410480449,0.07289039036184376
1145,2004,BHP,Investor-owned Company,Thermal Coal,87.41,Million tonnes/yr,207.11171916088247,2.369428202275283
1146,2004,BHP,Investor-owned Company,Metallurgical Coal,36.72,Million tonnes/yr,108.93417902510552,2.9666170758471004
1147,2005,BHP,Investor-owned Company,Oil & NGL,61.0,Million bbl/yr,24.325451709378218,0.3987778968750528
1148,2005,BHP,Investor-owned Company,Natural Gas,347.9,Bcf/yr,25.35856680688544,0.07289039036184376
1149,2005,BHP,Investor-owned Company,Thermal Coal,87.416,Million tonnes/yr,207.12593573009613,2.369428202275283
1150,2005,BHP,Investor-owned Company,Metallurgical Coal,37.303,Million tonnes/yr,110.6637167803244,2.9666170758471013
1151,2006,BHP,Investor-owned Company,Oil & NGL,57.2,Million bbl/yr,22.810095701253008,0.39877789687505255
1152,2006,BHP,Investor-owned Company,Natural Gas,360.44,Bcf/yr,26.27261230202296,0.07289039036184375
1153,2006,BHP,Investor-owned Company,Thermal Coal,85.756,Million tonnes/yr,203.19268491431916,2.369428202275283
1154,2006,BHP,Investor-owned Company,Metallurgical Coal,35.643,Million tonnes/yr,105.7391324344182,2.9666170758471004
1155,2007,BHP,Investor-owned Company,Oil & NGL,56.7,Million bbl/yr,22.61070675281548,0.39877789687505255
1156,2007,BHP,Investor-owned Company,Natural Gas,356.82,Bcf/yr,26.008749088913085,0.07289039036184375
1157,2007,BHP,Investor-owned Company,Thermal Coal,87.025,Million tonnes/yr,206.19948930300652,2.369428202275283
1158,2007,BHP,Investor-owned Company,Metallurgical Coal,38.429,Million tonnes/yr,114.00412760772824,2.9666170758471004
1159,2008,BHP,Investor-owned Company,Oil & NGL,68.977,Million bbl/yr,27.506502992750505,0.3987778968750526
1160,2008,BHP,Investor-owned Company,Natural Gas,366.54,Bcf/yr,26.717243683230212,0.07289039036184376
1161,2008,BHP,Investor-owned Company,Thermal Coal,80.868,Million tonnes/yr,191.61091986159755,2.369428202275283
1162,2008,BHP,Investor-owned Company,Metallurgical Coal,35.193,Million tonnes/yr,104.404154750287,2.9666170758471004
1163,2009,BHP,Investor-owned Company,Oil & NGL,77.504,Million bbl/yr,30.906882119404077,0.3987778968750526
1164,2009,BHP,Investor-owned Company,Natural Gas,362.8,Bcf/yr,26.44463362327691,0.07289039036184375
1165,2009,BHP,Investor-owned Company,Thermal Coal,66.401,Million tonnes/yr,157.3324020592811,2.3694282022752837
1166,2009,BHP,Investor-owned Company,Metallurgical Coal,36.416,Million tonnes/yr,108.032327434048,2.9666170758471004
1167,2010,BHP,Investor-owned Company,Oil & NGL,97.136,Million bbl/yr,38.735689790855105,0.39877789687505255
1168,2010,BHP,Investor-owned Company,Natural Gas,368.57,Bcf/yr,26.86521117566475,0.07289039036184375
1169,2010,BHP,Investor-owned Company,Thermal Coal,66.131,Million tonnes/yr,156.6926564446667,2.3694282022752824
1170,2010,BHP,Investor-owned Company,Metallurgical Coal,37.381,Million tonnes/yr,110.89511291224046,2.9666170758471004
1171,2011,BHP,Investor-owned Company,Oil & NGL,91.874,Million bbl/yr,36.63732049749857,0.3987778968750525
1172,2011,BHP,Investor-owned Company,Natural Gas,405.1,Bcf/yr,29.527897135582908,0.07289039036184376
1173,2011,BHP,Investor-owned Company,Thermal Coal,69.5,Million tonnes/yr,164.67526005813218,2.3694282022752833
1174,2011,BHP,Investor-owned Company,Metallurgical Coal,32.678,Million tonnes/yr,96.94311280453154,2.9666170758471004
1175,2012,BHP,Investor-owned Company,Oil & NGL,85.286,Million bbl/yr,34.010171712885736,0.3987778968750526
1176,2012,BHP,Investor-owned Company,Natural Gas,822.3,Bcf/yr,59.93776799454411,0.07289039036184375
1177,2012,BHP,Investor-owned Company,Thermal Coal,71.111,Million tonnes/yr,168.49240889199766,2.369428202275283
1178,2012,BHP,Investor-owned Company,Metallurgical Coal,33.23,Million tonnes/yr,98.58068543039911,2.9666170758470995
1179,2013,BHP,Investor-owned Company,Oil & NGL,90.051,Million bbl/yr,35.91034839149536,0.3987778968750526
1180,2013,BHP,Investor-owned Company,Natural Gas,874.3,Bcf/yr,63.72806829335998,0.07289039036184375
1181,2013,BHP,Investor-owned Company,Thermal Coal,72.892,Million tonnes/yr,172.71236052024992,2.369428202275283
1182,2013,BHP,Investor-owned Company,Metallurgical Coal,37.65,Million tonnes/yr,111.69313290564334,2.966617075847101
1183,2014,BHP,Investor-owned Company,Oil & NGL,106.147,Million bbl/yr,42.32907741959621,0.3987778968750526
1184,2014,BHP,Investor-owned Company,Natural Gas,839.3,Bcf/yr,61.176904630695454,0.07289039036184375
1185,2014,BHP,Investor-owned Company,Thermal Coal,43.108,Million tonnes/yr,102.1413109436829,2.3694282022752833
1186,2014,BHP,Investor-owned Company,Metallurgical Coal,37.565,Million tonnes/yr,111.44097045419632,2.9666170758471004
1187,2015,BHP,Investor-owned Company,Oil & NGL,124.578,Million bbl/yr,49.6789528369003,0.39877789687505255
1188,2015,BHP,Investor-owned Company,Natural Gas,786.6,Bcf/yr,57.335581058626296,0.07289039036184375
1189,2015,BHP,Investor-owned Company,Thermal Coal,41.012,Million tonnes/yr,97.17498943171393,2.3694282022752833
1190,2015,BHP,Investor-owned Company,Metallurgical Coal,42.621,Million tonnes/yr,126.44018638967928,2.9666170758471004
1191,2016,BHP,Investor-owned Company,Oil & NGL,116.039,Million bbl/yr,46.27378837548422,0.39877789687505255
1192,2016,BHP,Investor-owned Company,Natural Gas,744.7,Bcf/yr,54.28147370246505,0.07289039036184376
1193,2016,BHP,Investor-owned Company,Thermal Coal,34.247,Million tonnes/yr,81.1458076433216,2.369428202275283
1194,2016,BHP,Investor-owned Company,Metallurgical Coal,42.84,Million tonnes/yr,127.0898755292898,2.9666170758471004
1195,2017,BHP,Investor-owned Company,Oil & NGL,97.079,Million bbl/yr,38.71295945073323,0.3987778968750526
1196,2017,BHP,Investor-owned Company,Natural Gas,667.8,Bcf/yr,48.67620268363926,0.07289039036184376
1197,2017,BHP,Investor-owned Company,Thermal Coal,29.586,Million tonnes/yr,70.10190279251653,2.3694282022752833
1198,2017,BHP,Investor-owned Company,Metallurgical Coal,39.899,Million tonnes/yr,118.36505470922349,2.966617075847101
1199,2018,BHP,Investor-owned Company,Oil & NGL,86.429,Million bbl/yr,34.465974849013925,0.39877789687505266
1200,2018,BHP,Investor-owned Company,Natural Gas,635.5,Bcf/yr,46.321843074951694,0.07289039036184373
1201,2018,BHP,Investor-owned Company,Thermal Coal,29.158,Million tonnes/yr,69.0877875219427,2.369428202275283
1202,2018,BHP,Investor-owned Company,Metallurgical Coal,42.64,Million tonnes/yr,126.49655211412036,2.9666170758471004
1203,2019,BHP,Investor-owned Company,Oil & NGL,65.1,Million bbl/yr,25.96044108656592,0.39877789687505255
1204,2019,BHP,Investor-owned Company,Natural Gas,493.0,Bcf/yr,35.934962448388966,0.07289039036184375
1205,2019,BHP,Investor-owned Company,Thermal Coal,27.487,Million tonnes/yr,65.1284729959407,2.369428202275283
1206,2019,BHP,Investor-owned Company,Metallurgical Coal,42.401,Million tonnes/yr,125.78753063299293,2.966617075847101
1207,2020,BHP,Investor-owned Company,Oil & NGL,48.863,Million bbl/yr,19.485484375005697,0.39877789687505266
1208,2020,BHP,Investor-owned Company,Natural Gas,359.6,Bcf/yr,26.211384374119017,0.07289039036184376
1209,2020,BHP,Investor-owned Company,Thermal Coal,23.167,Million tonnes/yr,54.89254316211149,2.3694282022752833
1210,2020,BHP,Investor-owned Company,Metallurgical Coal,41.118,Million tonnes/yr,121.98136092468108,2.9666170758471004
1211,2021,BHP,Investor-owned Company,Oil & NGL,46.042,Million bbl/yr,18.360531927921173,0.3987778968750526
1212,2021,BHP,Investor-owned Company,Natural Gas,340.6,Bcf/yr,24.82646695724398,0.07289039036184373
1213,2021,BHP,Investor-owned Company,Thermal Coal,19.29,Million tonnes/yr,45.706270021890205,2.369428202275283
1214,2021,BHP,Investor-owned Company,Metallurgical Coal,40.625,Million tonnes/yr,120.51881870628846,2.9666170758471004
1215,2022,BHP,Investor-owned Company,Oil & NGL,43.52,Million bbl/yr,17.354814072002288,0.39877789687505255
1216,2022,BHP,Investor-owned Company,Natural Gas,303.2,Bcf/yr,22.100366357711025,0.07289039036184375
1217,2022,BHP,Investor-owned Company,Thermal Coal,17.937,Million tonnes/yr,42.500433664211755,2.3694282022752833
1218,2022,BHP,Investor-owned Company,Metallurgical Coal,37.064,Million tonnes/yr,109.95469529919694,2.966617075847101
1219,1913,BP,Investor-owned Company,Oil & NGL,4.38,Million bbl/yr,1.7466471883127304,0.3987778968750526
1220,1914,BP,Investor-owned Company,Oil & NGL,5.093853521,Million bbl/yr,2.0313161940939617,0.39877789687505266
1221,1915,BP,Investor-owned Company,Oil & NGL,5.807707041,Million bbl/yr,2.3159851994764145,0.39877789687505255
1222,1916,BP,Investor-owned Company,Oil & NGL,6.521560562,Million bbl/yr,2.600654205257646,0.39877789687505255
1223,1917,BP,Investor-owned Company,Oil & NGL,7.235414082,Million bbl/yr,2.8853232106400997,0.3987778968750526
1224,1918,BP,Investor-owned Company,Oil & NGL,8.240163472231648,Million bbl/yr,3.285995059363168,0.39877789687505266
1225,1919,BP,Investor-owned Company,Oil & NGL,10.499701681327508,Million bbl/yr,4.187048954295238,0.39877789687505266
1226,1920,BP,Investor-owned Company,Oil & NGL,17.377014847847068,Million bbl/yr,6.929569434991016,0.3987778968750526
1227,1921,BP,Investor-owned Company,Oil & NGL,27.53657665982671,Million bbl/yr,10.980978127544356,0.3987778968750526
1228,1922,BP,Investor-owned Company,Oil & NGL,38.05468945859128,Million bbl/yr,15.175369028530268,0.3987778968750527
1229,1923,BP,Investor-owned Company,Oil & NGL,46.50090153377416,Million bbl/yr,18.543531716432366,0.39877789687505255
1230,1924,BP,Investor-owned Company,Oil & NGL,53.348876814715,Million bbl/yr,21.2743528968183,0.39877789687505255
1231,1925,BP,Investor-owned Company,Oil & NGL,71.97373169165,Million bbl/yr,28.701533354245505,0.39877789687505255
1232,1926,BP,Investor-owned Company,Oil & NGL,90.26611543155,Million bbl/yr,35.99613167087424,0.3987778968750526
1233,1927,BP,Investor-owned Company,Oil & NGL,109.1044991851,Million bbl/yr,43.50846272464006,0.39877789687505255
1234,1928,BP,Investor-owned Company,Oil & NGL,114.4865508,Million bbl/yr,45.65470594850287,0.3987778968750526
1235,1929,BP,Investor-owned Company,Oil & NGL,113.32509451,Million bbl/yr,45.19154285186437,0.3987778968750526
1236,1930,BP,Investor-owned Company,Oil & NGL,117.55789357989,Million bbl/yr,46.87948956284978,0.39877789687505255
1237,1931,BP,Investor-owned Company,Oil & NGL,98.9644054475,Million bbl/yr,39.46481746984405,0.3987778968750526
1238,1932,BP,Investor-owned Company,Oil & NGL,77.7515728119,Million bbl/yr,31.005608684657,0.39877789687505255
1239,1932,BP,Investor-owned Company,Natural Gas,15.49880844,Bcf/yr,1.1297141973350386,0.07289039036184376
1240,1933,BP,Investor-owned Company,Oil & NGL,65.9795045499,Million bbl/yr,26.31116806126709,0.39877789687505266
1241,1933,BP,Investor-owned Company,Natural Gas,17.55443248,Bcf/yr,1.2795494360478288,0.07289039036184375
1242,1934,BP,Investor-owned Company,Oil & NGL,72.4702080185,Million bbl/yr,28.899517139715,0.39877789687505255
1243,1934,BP,Investor-owned Company,Natural Gas,19.88269621,Bcf/yr,1.4492574881928513,0.07289039036184375
1244,1935,BP,Investor-owned Company,Oil & NGL,77.6259741475,Million bbl/yr,30.95552271341725,0.3987778968750525
1245,1935,BP,Investor-owned Company,Natural Gas,22.51976012,Bcf/yr,1.6414741060018814,0.07289039036184375
1246,1936,BP,Investor-owned Company,Oil & NGL,92.005117756,Million bbl/yr,36.68960736047923,0.3987778968750525
1247,1936,BP,Investor-owned Company,Natural Gas,25.50658072,Bcf/yr,1.859184625476678,0.07289039036184376
1248,1937,BP,Investor-owned Company,Oil & NGL,112.6289958085,Million bbl/yr,44.91395407566274,0.39877789687505255
1249,1937,BP,Investor-owned Company,Natural Gas,28.88954663,Bcf/yr,2.105770331237388,0.07289039036184376
1250,1938,BP,Investor-owned Company,Oil & NGL,109.756620502,Million bbl/yr,43.76851429190083,0.3987778968750525
1251,1938,BP,Investor-owned Company,Natural Gas,32.72119904,Bcf/yr,2.3850609711331874,0.07289039036184376
1252,1939,BP,Investor-owned Company,Oil & NGL,105.183309796,Million bbl/yr,41.944779066806,0.3987778968750526
1253,1939,BP,Investor-owned Company,Natural Gas,37.06104773,Bcf/yr,2.7013942362586234,0.07289039036184376
1254,1940,BP,Investor-owned Company,Oil & NGL,98.995876786,Million bbl/yr,39.47736754402291,0.3987778968750525
1255,1940,BP,Investor-owned Company,Natural Gas,41.97649533,Bcf/yr,3.059683130625811,0.07289039036184375
1256,1941,BP,Investor-owned Company,Oil & NGL,98.633659266,Million bbl/yr,39.33292320318603,0.39877789687505266
1257,1941,BP,Investor-owned Company,Natural Gas,47.54388417,Bcf/yr,3.4654922764695835,0.07289039036184375
1258,1942,BP,Investor-owned Company,Oil & NGL,122.027676394,Million bbl/yr,48.66194015294882,0.3987778968750526
1259,1942,BP,Investor-owned Company,Natural Gas,53.84968192,Bcf/yr,3.92512433600992,0.07289039036184376
1260,1943,BP,Investor-owned Company,Oil & NGL,137.791489747,Million bbl/yr,54.94820048858902,0.3987778968750525
1261,1943,BP,Investor-owned Company,Natural Gas,60.99182458,Bcf/yr,4.445717902517297,0.07289039036184375
1262,1944,BP,Investor-owned Company,Oil & NGL,182.596179483,Million bbl/yr,72.81532043165036,0.3987778968750526
1263,1944,BP,Investor-owned Company,Natural Gas,69.08123749,Bcf/yr,5.035358367325335,0.07289039036184373
1264,1945,BP,Investor-owned Company,Oil & NGL,214.563669768,Million bbl/yr,85.56324897587635,0.3987778968750526
1265,1945,BP,Investor-owned Company,Natural Gas,78.24355815,Bcf/yr,5.703203496853121,0.07289039036184375
1266,1946,BP,Investor-owned Company,Oil & NGL,253.835417092,Million bbl/yr,101.22395378034952,0.3987778968750525
1267,1946,BP,Investor-owned Company,Natural Gas,88.6210875,Bcf/yr,6.459625662166112,0.07289039036184375
1268,1947,BP,Investor-owned Company,Oil & NGL,270.453086102,Million bbl/yr,107.85071287912308,0.3987778968750526
1269,1947,BP,Investor-owned Company,Natural Gas,100.375,Bcf/yr,7.316372932570067,0.07289039036184375
1270,1948,BP,Investor-owned Company,Oil & NGL,323.28060029899996,Million bbl/yr,128.91715788773968,0.3987778968750525
1271,1948,BP,Investor-owned Company,Natural Gas,136.875,Bcf/yr,9.976872180777363,0.07289039036184375
1272,1949,BP,Investor-owned Company,Oil & NGL,320.811814368,Million bbl/yr,127.93266062634083,0.39877789687505266
1273,1949,BP,Investor-owned Company,Natural Gas,162.75349999999997,Bcf/yr,11.863166147756337,0.07289039036184376
1274,1950,BP,Investor-owned Company,Oil & NGL,443.607785,Million bbl/yr,176.9009795397005,0.3987778968750526
1275,1950,BP,Investor-owned Company,Natural Gas,192.7565,Bcf/yr,14.050096529782738,0.07289039036184378
1276,1951,BP,Investor-owned Company,Oil & NGL,403.57055,Million bbl/yr,160.93501516970824,0.3987778968750525
1277,1951,BP,Investor-owned Company,Natural Gas,244.039,Bcf/yr,17.788097973513988,0.07289039036184376
1278,1952,BP,Investor-owned Company,Oil & NGL,353.3325125,Million bbl/yr,140.90119623232823,0.3987778968750526
1279,1952,BP,Investor-owned Company,Natural Gas,282.51,Bcf/yr,20.592264181124477,0.07289039036184375
1280,1953,BP,Investor-owned Company,Oil & NGL,405.3844925,Million bbl/yr,161.65837534491052,0.39877789687505255
1281,1953,BP,Investor-owned Company,Natural Gas,335.347035,Bcf/yr,24.443576287836883,0.07289039036184376
1282,1954,BP,Investor-owned Company,Oil & NGL,428.43209,Million bbl/yr,170.84924780398325,0.39877789687505255
1283,1954,BP,Investor-owned Company,Natural Gas,361.327735,Bcf/yr,26.337319652710832,0.07289039036184375
1284,1955,BP,Investor-owned Company,Oil & NGL,538.796,Million bbl/yr,214.85993572469084,0.39877789687505255
1285,1955,BP,Investor-owned Company,Natural Gas,397.2158125,Bcf/yr,28.953215631021937,0.07289039036184375
1286,1956,BP,Investor-owned Company,Oil & NGL,585.61741501,Million bbl/yr,233.53128113109264,0.3987778968750526
1287,1956,BP,Investor-owned Company,Natural Gas,483.2712,Bcf/yr,35.225826418636665,0.07289039036184375
1288,1957,BP,Investor-owned Company,Oil & NGL,578.97825849,Million bbl/yr,230.8837322570228,0.39877789687505266
1289,1957,BP,Investor-owned Company,Natural Gas,541.69958,Bcf/yr,39.484693845046806,0.07289039036184375
1290,1958,BP,Investor-owned Company,Oil & NGL,663.66545,Million bbl/yr,264.65511237963534,0.39877789687505255
1291,1958,BP,Investor-owned Company,Natural Gas,563.48826,Bcf/yr,41.0728792357161,0.07289039036184375
1292,1959,BP,Investor-owned Company,Oil & NGL,690.8179225,Million bbl/yr,275.48291825814306,0.39877789687505255
1293,1959,BP,Investor-owned Company,Natural Gas,627.8122775,Bcf/yr,45.76148198093318,0.07289039036184376
1294,1960,BP,Investor-owned Company,Oil & NGL,774.4114849999999,Million bbl/yr,308.81818330418633,0.39877789687505266
1295,1960,BP,Investor-owned Company,Natural Gas,793.9261325,Bcf/yr,57.869585716393885,0.07289039036184375
